1, Test Method "tests.gui.google.F_Search_PageObjectModel_Fluent.navigateToGoogleHomeAndAssertGoogleLogoIsDisplayed" failed. Please investigate and open a new Issue if needed.
2, Test Method "tests.gui.google.G_Search_PageObjectModel_ThreadSafe.navigateToGoogleHomeAndAssertGoogleLogoIsDisplayed" failed. Please investigate and open a new Issue if needed.
3, Test Method "tests.gui.google.E_Search_PageObjectModel_Traditional_SHAFTAssertions.navigateToGoogleHomeAndAssertGoogleLogoIsDisplayed" failed. Please investigate and open a new Issue if needed.
4, Test Method "tests.gui.google.B_Search_FlatTest_SHAFT.navigateToGoogleHomeAndAssertGoogleLogoIsDisplayed" failed. Please investigate and open a new Issue if needed.
