1, Test Method "tests.gui.google.C_Search_PageObjectModel_Traditional.searchForQueryAndAssertFirstResultTextIsCorrect" failed. Please investigate and open a new Issue if needed.
2, Test Method "tests.gui.google.B_Search_FlatTest_SHAFT.searchForQueryAndAssertFirstResultTextIsCorrect" failed. Please investigate and open a new Issue if needed.
